State,District,Crop,Year,Season,Area,Area Units,Production,Production Units,Yield
Andhra Pradesh,CHITTOOR,Moong(Green Gram),01-05-2004,Kharif,337,Hectare,125,Tonnes,0.370919881
Andhra Pradesh,CHITTOOR,Moong(Green Gram),01-05-2004,Rabi,218,Hectare,71,Tonnes,0.325688073
Andhra Pradesh,CHITTOOR,Moong(Green Gram),01-06-2005,Kharif,511,Hectare,354,Tonnes,0.692759295
Andhra Pradesh,CHITTOOR,Moong(Green Gram),01-06-2005,Rabi,70,Hectare,21,Tonnes,0.3
Andhra Pradesh,CHITTOOR,Moong(Green Gram),01-07-2006,Kharif,284,Hectare,35,Tonnes,0.123239437
Andhra Pradesh,CHITTOOR,Moong(Green Gram),01-07-2006,Rabi,144,Hectare,54,Tonnes,0.375
Andhra Pradesh,EAST GODAVARI,Moong(Green Gram),01-05-2004,Kharif,62,Hectare,23,Tonnes,0.370967742
Andhra Pradesh,EAST GODAVARI,Moong(Green Gram),01-05-2004,Rabi,62091,Hectare,16144,Tonnes,0.260005476
Andhra Pradesh,EAST GODAVARI,Moong(Green Gram),01-06-2005,Kharif,199,Hectare,138,Tonnes,0.693467337
Andhra Pradesh,EAST GODAVARI,Moong(Green Gram),01-06-2005,Rabi,64154,Hectare,14627,Tonnes,0.227998254
Andhra Pradesh,EAST GODAVARI,Moong(Green Gram),01-07-2006,Kharif,273,Hectare,106,Tonnes,0.388278388
Andhra Pradesh,EAST GODAVARI,Moong(Green Gram),01-07-2006,Rabi,62538,Hectare,16447,Tonnes,0.262992101
Andhra Pradesh,GUNTUR,Moong(Green Gram),01-05-2004,Kharif,8480,Hectare,3053,Tonnes,0.360023585
Andhra Pradesh,GUNTUR,Moong(Green Gram),01-05-2004,Rabi,7823,Hectare,2801,Tonnes,0.358046785
Andhra Pradesh,GUNTUR,Moong(Green Gram),01-06-2005,Kharif,3852,Hectare,1938,Tonnes,0.503115265
Andhra Pradesh,GUNTUR,Moong(Green Gram),01-06-2005,Rabi,1913,Hectare,1234,Tonnes,0.645060115
Andhra Pradesh,GUNTUR,Moong(Green Gram),01-07-2006,Kharif,597,Hectare,187,Tonnes,0.313232831
Andhra Pradesh,GUNTUR,Moong(Green Gram),01-07-2006,Rabi,1451,Hectare,991,Tonnes,0.682977257
Andhra Pradesh,KADAPA,Moong(Green Gram),01-05-2004,Kharif,846,Hectare,315,Tonnes,0.372340426
Andhra Pradesh,KADAPA,Moong(Green Gram),01-05-2004,Rabi,60,Hectare,20,Tonnes,0.333333333
Andhra Pradesh,KADAPA,Moong(Green Gram),01-06-2005,Kharif,461,Hectare,319,Tonnes,0.69197397
Andhra Pradesh,KADAPA,Moong(Green Gram),01-07-2006,Kharif,367,Hectare,46,Tonnes,0.125340599
Andhra Pradesh,KADAPA,Moong(Green Gram),01-07-2006,Rabi,80,Hectare,30,Tonnes,0.375
Andhra Pradesh,KARIMNAGAR,Moong(Green Gram),01-05-2004,Kharif,13872,Hectare,2705,Tonnes,0.194997116
Andhra Pradesh,KARIMNAGAR,Moong(Green Gram),01-05-2004,Rabi,1370,Hectare,447,Tonnes,0.326277372
Andhra Pradesh,KARIMNAGAR,Moong(Green Gram),01-06-2005,Kharif,17297,Hectare,5379,Tonnes,0.310978782
Andhra Pradesh,KARIMNAGAR,Moong(Green Gram),01-06-2005,Rabi,1197,Hectare,640,Tonnes,0.534670008
Andhra Pradesh,KARIMNAGAR,Moong(Green Gram),01-07-2006,Kharif,11841,Hectare,2617,Tonnes,0.221011739
Andhra Pradesh,KARIMNAGAR,Moong(Green Gram),01-07-2006,Rabi,2344,Hectare,2021,Tonnes,0.862201365
Andhra Pradesh,KHAMMAM,Moong(Green Gram),01-05-2004,Kharif,32159,Hectare,17044,Tonnes,0.529991604
Andhra Pradesh,KHAMMAM,Moong(Green Gram),01-05-2004,Rabi,2417,Hectare,788,Tonnes,0.326023997
Andhra Pradesh,KHAMMAM,Moong(Green Gram),01-06-2005,Kharif,23408,Hectare,13436,Tonnes,0.573991798
Andhra Pradesh,KHAMMAM,Moong(Green Gram),01-06-2005,Rabi,2944,Hectare,2090,Tonnes,0.709918478
Andhra Pradesh,KHAMMAM,Moong(Green Gram),01-07-2006,Kharif,19453,Hectare,8190,Tonnes,0.421014754
Andhra Pradesh,KHAMMAM,Moong(Green Gram),01-07-2006,Rabi,6047,Hectare,6482,Tonnes,1.071936497
Andhra Pradesh,KRISHNA,Moong(Green Gram),01-05-2004,Kharif,13165,Hectare,7952,Tonnes,0.604025826
Andhra Pradesh,KRISHNA,Moong(Green Gram),01-05-2004,Rabi,7759,Hectare,4733,Tonnes,0.610001289
Andhra Pradesh,KRISHNA,Moong(Green Gram),01-06-2005,Kharif,12334,Hectare,9991,Tonnes,0.810037295
Andhra Pradesh,KRISHNA,Moong(Green Gram),01-06-2005,Rabi,2585,Hectare,796,Tonnes,0.307930368
Andhra Pradesh,KRISHNA,Moong(Green Gram),01-07-2006,Kharif,11486,Hectare,5605,Tonnes,0.487985373
Andhra Pradesh,KRISHNA,Moong(Green Gram),01-07-2006,Rabi,1719,Hectare,1086,Tonnes,0.631762653
Andhra Pradesh,KURNOOL,Moong(Green Gram),01-05-2004,Kharif,5551,Hectare,2065,Tonnes,0.372005044
Andhra Pradesh,KURNOOL,Moong(Green Gram),01-05-2004,Rabi,258,Hectare,84,Tonnes,0.325581395
Andhra Pradesh,KURNOOL,Moong(Green Gram),01-06-2005,Kharif,4816,Hectare,3337,Tonnes,0.692898671
Andhra Pradesh,KURNOOL,Moong(Green Gram),01-06-2005,Rabi,105,Hectare,32,Tonnes,0.304761905
Andhra Pradesh,KURNOOL,Moong(Green Gram),01-07-2006,Kharif,3945,Hectare,489,Tonnes,0.123954373
Andhra Pradesh,KURNOOL,Moong(Green Gram),01-07-2006,Rabi,434,Hectare,162,Tonnes,0.373271889
Andhra Pradesh,MAHBUBNAGAR,Moong(Green Gram),01-05-2004,Kharif,29662,Hectare,2284,Tonnes,0.077000877
Andhra Pradesh,MAHBUBNAGAR,Moong(Green Gram),01-06-2005,Kharif,25388,Hectare,15411,Tonnes,0.607019064
Andhra Pradesh,MAHBUBNAGAR,Moong(Green Gram),01-07-2006,Kharif,33565,Hectare,4229,Tonnes,0.125994339
Andhra Pradesh,MAHBUBNAGAR,Moong(Green Gram),01-07-2006,Rabi,119,Hectare,103,Tonnes,0.865546218
Andhra Pradesh,MEDAK,Moong(Green Gram),01-05-2004,Kharif,47531,Hectare,7415,Tonnes,0.15600345
Andhra Pradesh,MEDAK,Moong(Green Gram),01-05-2004,Rabi,36,Hectare,12,Tonnes,0.333333333
Andhra Pradesh,MEDAK,Moong(Green Gram),01-06-2005,Kharif,42047,Hectare,11395,Tonnes,0.271006255
Andhra Pradesh,MEDAK,Moong(Green Gram),01-06-2005,Rabi,31,Hectare,17,Tonnes,0.548387097
Andhra Pradesh,MEDAK,Moong(Green Gram),01-07-2006,Kharif,48484,Hectare,17794,Tonnes,0.367007673
Andhra Pradesh,MEDAK,Moong(Green Gram),01-07-2006,Rabi,20,Hectare,17,Tonnes,0.85
Andhra Pradesh,NALGONDA,Moong(Green Gram),01-05-2004,Kharif,59290,Hectare,31661,Tonnes,0.534002361
Andhra Pradesh,NALGONDA,Moong(Green Gram),01-06-2005,Kharif,42788,Hectare,22592,Tonnes,0.527998504
Andhra Pradesh,NALGONDA,Moong(Green Gram),01-07-2006,Kharif,37941,Hectare,11800,Tonnes,0.311009198
Andhra Pradesh,NALGONDA,Moong(Green Gram),01-07-2006,Rabi,507,Hectare,437,Tonnes,0.861932939
Andhra Pradesh,NIZAMABAD,Moong(Green Gram),01-05-2004,Kharif,16679,Hectare,5404,Tonnes,0.32400024
Andhra Pradesh,NIZAMABAD,Moong(Green Gram),01-05-2004,Rabi,1240,Hectare,404,Tonnes,0.325806452
Andhra Pradesh,NIZAMABAD,Moong(Green Gram),01-06-2005,Kharif,14262,Hectare,3651,Tonnes,0.255994952
Andhra Pradesh,NIZAMABAD,Moong(Green Gram),01-06-2005,Rabi,981,Hectare,525,Tonnes,0.535168196
Andhra Pradesh,NIZAMABAD,Moong(Green Gram),01-07-2006,Kharif,14541,Hectare,2734,Tonnes,0.188020081
Andhra Pradesh,NIZAMABAD,Moong(Green Gram),01-07-2006,Rabi,823,Hectare,709,Tonnes,0.861482382
Andhra Pradesh,PRAKASAM,Moong(Green Gram),01-05-2004,Kharif,23256,Hectare,5698,Tonnes,0.24501204
Andhra Pradesh,PRAKASAM,Moong(Green Gram),01-05-2004,Rabi,281,Hectare,114,Tonnes,0.40569395
Andhra Pradesh,PRAKASAM,Moong(Green Gram),01-06-2005,Kharif,10316,Hectare,6427,Tonnes,0.623012796
Andhra Pradesh,PRAKASAM,Moong(Green Gram),01-06-2005,Rabi,434,Hectare,279,Tonnes,0.642857143
Andhra Pradesh,PRAKASAM,Moong(Green Gram),01-07-2006,Kharif,13923,Hectare,4316,Tonnes,0.309990663
Andhra Pradesh,PRAKASAM,Moong(Green Gram),01-07-2006,Rabi,591,Hectare,258,Tonnes,0.436548223
Andhra Pradesh,RANGAREDDI,Moong(Green Gram),01-05-2004,Kharif,15231,Hectare,7570,Tonnes,0.497012672
Andhra Pradesh,RANGAREDDI,Moong(Green Gram),01-06-2005,Kharif,14268,Hectare,7148,Tonnes,0.500981217
Andhra Pradesh,RANGAREDDI,Moong(Green Gram),01-07-2006,Kharif,13646,Hectare,4298,Tonnes,0.314964092
Andhra Pradesh,SPSR NELLORE,Moong(Green Gram),01-05-2004,Kharif,1331,Hectare,495,Tonnes,0.371900826
Andhra Pradesh,SPSR NELLORE,Moong(Green Gram),01-05-2004,Rabi,3882,Hectare,2061,Tonnes,0.530911901
Andhra Pradesh,SPSR NELLORE,Moong(Green Gram),01-06-2005,Kharif,317,Hectare,220,Tonnes,0.694006309
Andhra Pradesh,SPSR NELLORE,Moong(Green Gram),01-06-2005,Rabi,5237,Hectare,3367,Tonnes,0.642925339
Andhra Pradesh,SPSR NELLORE,Moong(Green Gram),01-07-2006,Kharif,726,Hectare,282,Tonnes,0.388429752
Andhra Pradesh,SPSR NELLORE,Moong(Green Gram),01-07-2006,Rabi,3056,Hectare,1329,Tonnes,0.434882199
Andhra Pradesh,SRIKAKULAM,Moong(Green Gram),01-05-2004,Kharif,752,Hectare,280,Tonnes,0.372340426
Andhra Pradesh,SRIKAKULAM,Moong(Green Gram),01-05-2004,Rabi,28078,Hectare,9968,Tonnes,0.355011041
Andhra Pradesh,SRIKAKULAM,Moong(Green Gram),01-06-2005,Kharif,1289,Hectare,893,Tonnes,0.692785105
Andhra Pradesh,SRIKAKULAM,Moong(Green Gram),01-06-2005,Rabi,29448,Hectare,10130,Tonnes,0.343996197
Andhra Pradesh,SRIKAKULAM,Moong(Green Gram),01-07-2006,Kharif,1280,Hectare,498,Tonnes,0.3890625
Andhra Pradesh,SRIKAKULAM,Moong(Green Gram),01-07-2006,Rabi,33388,Hectare,15559,Tonnes,0.466005751
Andhra Pradesh,VISAKHAPATANAM,Moong(Green Gram),01-05-2004,Kharif,2126,Hectare,791,Tonnes,0.372060207
Andhra Pradesh,VISAKHAPATANAM,Moong(Green Gram),01-05-2004,Rabi,2183,Hectare,712,Tonnes,0.326156665
Andhra Pradesh,VISAKHAPATANAM,Moong(Green Gram),01-06-2005,Kharif,1749,Hectare,1212,Tonnes,0.69296741
Andhra Pradesh,VISAKHAPATANAM,Moong(Green Gram),01-06-2005,Rabi,1998,Hectare,605,Tonnes,0.302802803
Andhra Pradesh,VISAKHAPATANAM,Moong(Green Gram),01-07-2006,Kharif,1744,Hectare,678,Tonnes,0.388761468
Andhra Pradesh,VISAKHAPATANAM,Moong(Green Gram),01-07-2006,Rabi,2907,Hectare,1087,Tonnes,0.373925009
Andhra Pradesh,VIZIANAGARAM,Moong(Green Gram),01-05-2004,Kharif,876,Hectare,326,Tonnes,0.372146119
Andhra Pradesh,VIZIANAGARAM,Moong(Green Gram),01-05-2004,Rabi,18247,Hectare,4215,Tonnes,0.230996876
Andhra Pradesh,VIZIANAGARAM,Moong(Green Gram),01-06-2005,Kharif,790,Hectare,547,Tonnes,0.692405063
Andhra Pradesh,VIZIANAGARAM,Moong(Green Gram),01-06-2005,Rabi,14680,Hectare,5050,Tonnes,0.34400545
Andhra Pradesh,VIZIANAGARAM,Moong(Green Gram),01-07-2006,Kharif,823,Hectare,320,Tonnes,0.388821385
Andhra Pradesh,VIZIANAGARAM,Moong(Green Gram),01-07-2006,Rabi,18605,Hectare,8875,Tonnes,0.477022306
Andhra Pradesh,WARANGAL,Moong(Green Gram),01-05-2004,Kharif,19186,Hectare,11550,Tonnes,0.602001459
Andhra Pradesh,WARANGAL,Moong(Green Gram),01-05-2004,Rabi,1396,Hectare,455,Tonnes,0.325931232
Andhra Pradesh,WARANGAL,Moong(Green Gram),01-06-2005,Kharif,21676,Hectare,13352,Tonnes,0.615980808
Andhra Pradesh,WARANGAL,Moong(Green Gram),01-06-2005,Rabi,1554,Hectare,831,Tonnes,0.534749035
Andhra Pradesh,WARANGAL,Moong(Green Gram),01-07-2006,Kharif,19968,Hectare,11062,Tonnes,0.553986378
Andhra Pradesh,WARANGAL,Moong(Green Gram),01-07-2006,Rabi,3473,Hectare,2994,Tonnes,0.862078894
Andhra Pradesh,WEST GODAVARI,Moong(Green Gram),01-05-2004,Kharif,158,Hectare,59,Tonnes,0.373417722
Andhra Pradesh,WEST GODAVARI,Moong(Green Gram),01-05-2004,Rabi,5992,Hectare,3667,Tonnes,0.611982644
Andhra Pradesh,WEST GODAVARI,Moong(Green Gram),01-06-2005,Kharif,380,Hectare,263,Tonnes,0.692105263
Andhra Pradesh,WEST GODAVARI,Moong(Green Gram),01-06-2005,Rabi,2594,Hectare,1274,Tonnes,0.491133385
Andhra Pradesh,WEST GODAVARI,Moong(Green Gram),01-07-2006,Kharif,109,Hectare,42,Tonnes,0.385321101
Andhra Pradesh,WEST GODAVARI,Moong(Green Gram),01-07-2006,Rabi,5460,Hectare,2877,Tonnes,0.526923077
Andhra Pradesh,EAST GODAVARI,Niger seed,01-05-2004,Kharif,98,Hectare,26,Tonnes,0.265306122
Andhra Pradesh,EAST GODAVARI,Niger seed,01-06-2005,Kharif,109,Hectare,42,Tonnes,0.385321101
Andhra Pradesh,EAST GODAVARI,Niger seed,01-07-2006,Kharif,70,Hectare,25,Tonnes,0.357142857
Andhra Pradesh,MEDAK,Niger seed,01-05-2004,Kharif,52,Hectare,20,Tonnes,0.384615385
Andhra Pradesh,PRAKASAM,Niger seed,01-05-2004,Kharif,126,Hectare,49,Tonnes,0.388888889
Andhra Pradesh,RANGAREDDI,Niger seed,01-05-2004,Kharif,560,Hectare,218,Tonnes,0.389285714
Andhra Pradesh,RANGAREDDI,Niger seed,01-06-2005,Kharif,512,Hectare,198,Tonnes,0.38671875
Andhra Pradesh,RANGAREDDI,Niger seed,01-07-2006,Kharif,429,Hectare,157,Tonnes,0.365967366
Andhra Pradesh,VISAKHAPATANAM,Niger seed,01-05-2004,Kharif,14357,Hectare,5456,Tonnes,0.380023682
Andhra Pradesh,VISAKHAPATANAM,Niger seed,01-06-2005,Kharif,14556,Hectare,5459,Tonnes,0.37503435
Andhra Pradesh,VISAKHAPATANAM,Niger seed,01-07-2006,Kharif,13546,Hectare,4849,Tonnes,0.357965451
Andhra Pradesh,VIZIANAGARAM,Niger seed,01-05-2004,Kharif,447,Hectare,332,Tonnes,0.742729306
Andhra Pradesh,VIZIANAGARAM,Niger seed,01-06-2005,Kharif,571,Hectare,398,Tonnes,0.697022767
Andhra Pradesh,VIZIANAGARAM,Niger seed,01-07-2006,Kharif,502,Hectare,303,Tonnes,0.603585657
Andhra Pradesh,ADILABAD,Onion,01-05-2004,Rabi,379,Hectare,8465,Tonnes,22.33509235
Andhra Pradesh,ADILABAD,Onion,01-06-2005,Kharif,38,Hectare,491,Tonnes,12.92105263
Andhra Pradesh,ADILABAD,Onion,01-06-2005,Rabi,496,Hectare,9868,Tonnes,19.89516129
Andhra Pradesh,ADILABAD,Onion,01-07-2006,Kharif,38,Hectare,572,Tonnes,15.05263158
Andhra Pradesh,ADILABAD,Onion,01-07-2006,Rabi,401,Hectare,9964,Tonnes,24.8478803
Andhra Pradesh,ANANTAPUR,Onion,01-05-2004,Kharif,1324,Hectare,24824,Tonnes,18.74924471
Andhra Pradesh,ANANTAPUR,Onion,01-05-2004,Rabi,234,Hectare,4830,Tonnes,20.64102564
Andhra Pradesh,ANANTAPUR,Onion,01-06-2005,Kharif,985,Hectare,17025,Tonnes,17.28426396
Andhra Pradesh,ANANTAPUR,Onion,01-06-2005,Rabi,381,Hectare,9063,Tonnes,23.78740157
Andhra Pradesh,ANANTAPUR,Onion,01-07-2006,Kharif,869,Hectare,9423,Tonnes,10.84349827
Andhra Pradesh,ANANTAPUR,Onion,01-07-2006,Rabi,167,Hectare,4075,Tonnes,24.4011976
Andhra Pradesh,CHITTOOR,Onion,01-05-2004,Kharif,250,Hectare,4242,Tonnes,16.968
Andhra Pradesh,CHITTOOR,Onion,01-05-2004,Rabi,351,Hectare,7244,Tonnes,20.63817664
Andhra Pradesh,CHITTOOR,Onion,01-06-2005,Kharif,254,Hectare,4762,Tonnes,18.7480315
Andhra Pradesh,CHITTOOR,Onion,01-06-2005,Rabi,253,Hectare,6018,Tonnes,23.78656126
Andhra Pradesh,CHITTOOR,Onion,01-07-2006,Kharif,206,Hectare,3454,Tonnes,16.76699029
Andhra Pradesh,CHITTOOR,Onion,01-07-2006,Rabi,189,Hectare,4612,Tonnes,24.4021164
Andhra Pradesh,EAST GODAVARI,Onion,01-05-2004,Kharif,129,Hectare,2189,Tonnes,16.96899225
Andhra Pradesh,EAST GODAVARI,Onion,01-05-2004,Rabi,79,Hectare,1384,Tonnes,17.51898734
Andhra Pradesh,EAST GODAVARI,Onion,01-06-2005,Kharif,296,Hectare,5550,Tonnes,18.75
Andhra Pradesh,EAST GODAVARI,Onion,01-06-2005,Rabi,74,Hectare,1465,Tonnes,19.7972973
Andhra Pradesh,EAST GODAVARI,Onion,01-07-2006,Kharif,457,Hectare,7663,Tonnes,16.76805252
Andhra Pradesh,EAST GODAVARI,Onion,01-07-2006,Rabi,85,Hectare,1014,Tonnes,11.92941176
Andhra Pradesh,GUNTUR,Onion,01-05-2004,Kharif,845,Hectare,14336,Tonnes,16.96568047
Andhra Pradesh,GUNTUR,Onion,01-05-2004,Rabi,394,Hectare,5344,Tonnes,13.56345178
Andhra Pradesh,GUNTUR,Onion,01-06-2005,Kharif,1327,Hectare,24880,Tonnes,18.74905803
Andhra Pradesh,GUNTUR,Onion,01-06-2005,Rabi,372,Hectare,5986,Tonnes,16.09139785
Andhra Pradesh,GUNTUR,Onion,01-07-2006,Kharif,598,Hectare,10027,Tonnes,16.76755853
Andhra Pradesh,GUNTUR,Onion,01-07-2006,Rabi,566,Hectare,7493,Tonnes,13.2385159
Andhra Pradesh,KADAPA,Onion,01-05-2004,Kharif,1851,Hectare,17286,Tonnes,9.338735818
Andhra Pradesh,KADAPA,Onion,01-05-2004,Rabi,574,Hectare,13588,Tonnes,23.67247387
Andhra Pradesh,KADAPA,Onion,01-06-2005,Kharif,1775,Hectare,9003,Tonnes,5.072112676
Andhra Pradesh,KADAPA,Onion,01-06-2005,Rabi,653,Hectare,15745,Tonnes,24.11179173
Andhra Pradesh,KADAPA,Onion,01-07-2006,Kharif,1676,Hectare,17534,Tonnes,10.46181384
Andhra Pradesh,KADAPA,Onion,01-07-2006,Rabi,338,Hectare,10591,Tonnes,31.33431953
Andhra Pradesh,KARIMNAGAR,Onion,01-05-2004,Kharif,157,Hectare,1586,Tonnes,10.10191083
Andhra Pradesh,KARIMNAGAR,Onion,01-05-2004,Rabi,450,Hectare,10050,Tonnes,22.33333333
Andhra Pradesh,KARIMNAGAR,Onion,01-06-2005,Kharif,54,Hectare,697,Tonnes,12.90740741
Andhra Pradesh,KARIMNAGAR,Onion,01-06-2005,Rabi,803,Hectare,15976,Tonnes,19.89539228
Andhra Pradesh,KARIMNAGAR,Onion,01-07-2006,Kharif,137,Hectare,2063,Tonnes,15.05839416
Andhra Pradesh,KARIMNAGAR,Onion,01-07-2006,Rabi,340,Hectare,8448,Tonnes,24.84705882
Andhra Pradesh,KHAMMAM,Onion,01-05-2004,Rabi,3,Hectare,67,Tonnes,22.33333333
Andhra Pradesh,KHAMMAM,Onion,01-06-2005,Kharif,1,Hectare,13,Tonnes,13
Andhra Pradesh,KHAMMAM,Onion,01-06-2005,Rabi,5,Hectare,99,Tonnes,19.8
Andhra Pradesh,KRISHNA,Onion,01-05-2004,Kharif,8,Hectare,136,Tonnes,17
Andhra Pradesh,KRISHNA,Onion,01-05-2004,Rabi,91,Hectare,1594,Tonnes,17.51648352
Andhra Pradesh,KRISHNA,Onion,01-06-2005,Kharif,61,Hectare,1144,Tonnes,18.75409836
Andhra Pradesh,KRISHNA,Onion,01-06-2005,Rabi,101,Hectare,1999,Tonnes,19.79207921
Andhra Pradesh,KRISHNA,Onion,01-07-2006,Kharif,52,Hectare,872,Tonnes,16.76923077
Andhra Pradesh,KRISHNA,Onion,01-07-2006,Rabi,75,Hectare,895,Tonnes,11.93333333
Andhra Pradesh,KURNOOL,Onion,01-05-2004,Kharif,13121,Hectare,234367,Tonnes,17.86197698
Andhra Pradesh,KURNOOL,Onion,01-05-2004,Rabi,953,Hectare,17928,Tonnes,18.81217209
Andhra Pradesh,KURNOOL,Onion,01-06-2005,Kharif,12216,Hectare,254752,Tonnes,20.85396202
Andhra Pradesh,KURNOOL,Onion,01-06-2005,Rabi,2559,Hectare,60664,Tonnes,23.70613521
Andhra Pradesh,KURNOOL,Onion,01-07-2006,Kharif,11174,Hectare,203065,Tonnes,18.17299087
Andhra Pradesh,KURNOOL,Onion,01-07-2006,Rabi,1321,Hectare,29893,Tonnes,22.62906889
Andhra Pradesh,MAHBUBNAGAR,Onion,01-05-2004,Kharif,2120,Hectare,21715,Tonnes,10.24292453
Andhra Pradesh,MAHBUBNAGAR,Onion,01-05-2004,Rabi,415,Hectare,9269,Tonnes,22.33493976
Andhra Pradesh,MAHBUBNAGAR,Onion,01-06-2005,Kharif,1854,Hectare,30702,Tonnes,16.55987055
Andhra Pradesh,MAHBUBNAGAR,Onion,01-06-2005,Rabi,649,Hectare,12912,Tonnes,19.89522342
Andhra Pradesh,MAHBUBNAGAR,Onion,01-07-2006,Kharif,1776,Hectare,31817,Tonnes,17.91497748
Andhra Pradesh,MAHBUBNAGAR,Onion,01-07-2006,Rabi,581,Hectare,14437,Tonnes,24.84853701
Andhra Pradesh,MEDAK,Onion,01-05-2004,Kharif,989,Hectare,9696,Tonnes,9.803842265
Andhra Pradesh,MEDAK,Onion,01-05-2004,Rabi,2672,Hectare,53656,Tonnes,20.08083832
Andhra Pradesh,MEDAK,Onion,01-06-2005,Kharif,838,Hectare,4068,Tonnes,4.854415274
Andhra Pradesh,MEDAK,Onion,01-06-2005,Rabi,3283,Hectare,65532,Tonnes,19.96101127
Andhra Pradesh,MEDAK,Onion,01-07-2006,Kharif,736,Hectare,6006,Tonnes,8.160326087
Andhra Pradesh,MEDAK,Onion,01-07-2006,Rabi,2394,Hectare,57197,Tonnes,23.89181287
Andhra Pradesh,NALGONDA,Onion,01-05-2004,Rabi,11,Hectare,246,Tonnes,22.36363636
Andhra Pradesh,NALGONDA,Onion,01-06-2005,Rabi,25,Hectare,497,Tonnes,19.88
Andhra Pradesh,NIZAMABAD,Onion,01-05-2004,Kharif,11,Hectare,111,Tonnes,10.09090909
Andhra Pradesh,NIZAMABAD,Onion,01-05-2004,Rabi,1490,Hectare,36618,Tonnes,24.57583893
Andhra Pradesh,NIZAMABAD,Onion,01-06-2005,Kharif,45,Hectare,581,Tonnes,12.91111111
Andhra Pradesh,NIZAMABAD,Onion,01-06-2005,Rabi,1792,Hectare,37173,Tonnes,20.74386161
Andhra Pradesh,NIZAMABAD,Onion,01-07-2006,Rabi,1459,Hectare,32455,Tonnes,22.24468814
Andhra Pradesh,PRAKASAM,Onion,01-05-2004,Kharif,85,Hectare,1442,Tonnes,16.96470588
Andhra Pradesh,PRAKASAM,Onion,01-05-2004,Rabi,35,Hectare,613,Tonnes,17.51428571
Andhra Pradesh,PRAKASAM,Onion,01-06-2005,Kharif,23,Hectare,431,Tonnes,18.73913043
Andhra Pradesh,PRAKASAM,Onion,01-06-2005,Rabi,26,Hectare,515,Tonnes,19.80769231
Andhra Pradesh,PRAKASAM,Onion,01-07-2006,Kharif,27,Hectare,453,Tonnes,16.77777778
Andhra Pradesh,PRAKASAM,Onion,01-07-2006,Rabi,25,Hectare,298,Tonnes,11.92
Andhra Pradesh,RANGAREDDI,Onion,01-05-2004,Kharif,671,Hectare,6780,Tonnes,10.10432191
Andhra Pradesh,RANGAREDDI,Onion,01-05-2004,Rabi,2195,Hectare,51703,Tonnes,23.55489749
Andhra Pradesh,RANGAREDDI,Onion,01-06-2005,Kharif,361,Hectare,4663,Tonnes,12.91689751
Andhra Pradesh,RANGAREDDI,Onion,01-06-2005,Rabi,2363,Hectare,45275,Tonnes,19.15996614
Andhra Pradesh,RANGAREDDI,Onion,01-07-2006,Kharif,232,Hectare,3493,Tonnes,15.05603448
Andhra Pradesh,RANGAREDDI,Onion,01-07-2006,Rabi,2163,Hectare,59831,Tonnes,27.66111882
Andhra Pradesh,SPSR NELLORE,Onion,01-05-2004,Kharif,120,Hectare,2036,Tonnes,16.96666667
Andhra Pradesh,SPSR NELLORE,Onion,01-05-2004,Rabi,3,Hectare,53,Tonnes,17.66666667
Andhra Pradesh,SPSR NELLORE,Onion,01-06-2005,Kharif,86,Hectare,1612,Tonnes,18.74418605
Andhra Pradesh,SPSR NELLORE,Onion,01-06-2005,Rabi,9,Hectare,178,Tonnes,19.77777778
Andhra Pradesh,SPSR NELLORE,Onion,01-07-2006,Kharif,46,Hectare,771,Tonnes,16.76086957
Andhra Pradesh,SPSR NELLORE,Onion,01-07-2006,Rabi,3,Hectare,36,Tonnes,12
Andhra Pradesh,SRIKAKULAM,Onion,01-05-2004,Kharif,43,Hectare,730,Tonnes,16.97674419
Andhra Pradesh,SRIKAKULAM,Onion,01-05-2004,Rabi,1248,Hectare,23424,Tonnes,18.76923077
Andhra Pradesh,SRIKAKULAM,Onion,01-06-2005,Kharif,42,Hectare,787,Tonnes,18.73809524
Andhra Pradesh,SRIKAKULAM,Onion,01-06-2005,Rabi,1226,Hectare,25639,Tonnes,20.91272431
Andhra Pradesh,SRIKAKULAM,Onion,01-07-2006,Kharif,43,Hectare,721,Tonnes,16.76744186
Andhra Pradesh,SRIKAKULAM,Onion,01-07-2006,Rabi,1444,Hectare,16482,Tonnes,11.41412742
Andhra Pradesh,VISAKHAPATANAM,Onion,01-05-2004,Kharif,63,Hectare,1069,Tonnes,16.96825397
Andhra Pradesh,VISAKHAPATANAM,Onion,01-05-2004,Rabi,147,Hectare,2575,Tonnes,17.5170068
Andhra Pradesh,VISAKHAPATANAM,Onion,01-06-2005,Kharif,36,Hectare,675,Tonnes,18.75
Andhra Pradesh,VISAKHAPATANAM,Onion,01-06-2005,Rabi,160,Hectare,3167,Tonnes,19.79375
Andhra Pradesh,VISAKHAPATANAM,Onion,01-07-2006,Kharif,51,Hectare,855,Tonnes,16.76470588
Andhra Pradesh,VISAKHAPATANAM,Onion,01-07-2006,Rabi,158,Hectare,1884,Tonnes,11.92405063
Andhra Pradesh,VIZIANAGARAM,Onion,01-05-2004,Kharif,114,Hectare,1934,Tonnes,16.96491228
Andhra Pradesh,VIZIANAGARAM,Onion,01-05-2004,Rabi,305,Hectare,5344,Tonnes,17.52131148
Andhra Pradesh,VIZIANAGARAM,Onion,01-06-2005,Kharif,91,Hectare,1706,Tonnes,18.74725275
